".\Codemasters\Pro Tennis Simulator (Codemasters 1989).slc.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "652",  "0",  "7344133E",  "1",  "5",  "786336",  "DD3DE175",  "Visiload T1",  
".\Codemasters\Sas Combat Simulator (Codemasters 1989).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "465",  "0",  "1DADC4D6",  "1",  "5",  "581232",  "DD3DE175",  "Visiload T1",  
".\Codemasters\Spellbound Dizzy (Codemasters 1991).slc.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "694",  "0",  "5EB1EB02",  "1",  "5",  "806258",  "DD3DE175",  "Visiload T1",  
".\Codemasters\Super Robin Hood (Codemasters 1987).slc.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "755",  "0",  "0633A97C",  "1",  "5",  "874722",  "DD3DE175",  "Visiload T1",  
".\Codemasters\Thunderbolt (Codemasters 1987).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "666",  "0",  "17CA74D1",  "1",  "5",  "773264",  "DD3DE175",  "Visiload T1",  
".\Codemasters\Vampire (Codemasters 1987).slc.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "566",  "0",  "6B1DDA78",  "1",  "5",  "670930",  "DD3DE175",  "Visiload T1",  
".\Codemasters\Wacky Darts (Codemasters 1990).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "561",  "0",  "6F3CD516",  "1",  "5",  "647081",  "DD3DE175",  "Visiload T1",  
".\Codemasters\Wizard Willy (Codemasters 1990).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "750",  "0",  "31D718C7",  "1",  "5",  "876488",  "DD3DE175",  "Visiload T1",  
".\Cosmi\Aztec Challenge (Cosmi 1984).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "126",  "0",  "6425AD26",  "1",  "6",  "290203",  "BDF9B4EF",  "Super Pavloda",  
".\Cosmi\Caverns Of Khafka (Cosmi 1984).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "10",  "0",  "F715DC04",  "1",  "3",  "1658685",  "83A3E52D",  "n/a",  
".\Cosmi\Forbidden Forest (Cosmi 1983).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "8",  "0",  "76D21C8E",  "1",  "3",  "1232664",  "5570D587",  "n/a",  
".\Cosmi\Talladega (Cosmi, US Gold 1985).slc.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "222",  "0",  "720B9A03",  "1",  "4",  "653266",  "B705FFC5",  "Novaload (ns)",  
".\Dinamic\Astro Marine Corps (A) (Dinamic 1990).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "632",  "0",  "88E39447",  "1",  "5",  "748370",  "DD3DE175",  "Visiload T1",  
".\Dinamic\Astro Marine Corps (B) (Dinamic 1990).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "623",  "0",  "0C652888",  "1",  "5",  "724035",  "DD3DE175",  "Visiload T1",  
".\Dinamic\Basket Master (Dinamic, Imagine 1987).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "673",  "0",  "FE4BDC2F",  "1",  "5",  "803160",  "DD3DE175",  "Visiload T1",  
".\Dinamic\Camelot Warriors (Dinamic, Mastertronic 1988).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "8",  "0",  "E3FC3BF3",  "1",  "4",  "312549",  "FCE154D8",  "Freeload (or clone)",  
".\Dinamic\Game Over (Dinamic, Imagine 1987).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "6",  "0",  "7740AEF9",  "1",  "5",  "315663",  "04F2443B",  "Rasterload",  
".\Dinamic\Guardian Angel (Dinamic, Codemasters 1990).slc.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "678",  "0",  "4B870BC1",  "1",  "5",  "799023",  "DD3DE175",  "Visiload T1",  
".\Dinamic\Navy Moves (A) (Dinamic 1989).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "740",  "0",  "6E5982D7",  "1",  "5",  "864979",  "DD3DE175",  "Visiload T1",  
".\Dinamic\Navy Moves (B) (Dinamic 1989).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "747",  "0",  "C629CD47",  "1",  "5",  "872446",  "DD3DE175",  "Visiload T1",  
".\Domark\APB (A) (Domark 1989).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "31",  "0",  "A6086495",  "1",  "4",  "582692",  "657CC9CD",  "Wildload",  
".\Domark\APB (B) (Domark 1989).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "32",  "0",  "2A8A320A",  "1",  "2",  "789188",  "00000000",  "n/a",  
".\Domark\Castle Master (Domark 1990).ft.tap",  "100%",  "PASS",  "PASS",  "PASS",  "PASS",  "PASS",  "8",  "0",  "D1DC384E",  "1",  "5",  "519894",  "366784C8",  "CHR loader",  
